city,state,city_geoid,LAT,LON,nearest_bg_geoid,walkability_index
Charles City city,IA,190674805003,5321834.179741778,-10316473.362783127,190674805003,9.0
Charlotte city,IA,190450012005,5155314.227169579,-10070879.745597554,190450012005,2.666666667
Charter Oak city,IA,190470703001,5171146.670306195,-10640977.359490385,190470703001,6.166666667
Chatsworth city,IA,191670704001,5299240.670652789,-10743944.88284791,191670704001,2.833333333
Chelsea city,IA,191712906003,5149072.623129322,-10285302.792166103,191712906003,4.333333333
Cherokee city,IA,190350801023,5273920.434912854,-10636817.684077913,,
Chester city,IA,190899603001,5387097.035174522,-10281909.44012825,190899603001,5.0
Chillicothe city,IA,191799601003,5025025.9225287475,-10300356.081628114,191799601003,3.333333333
Churdan city,IA,190730805001,5184085.644637804,-10517227.600396661,190730805001,4.5
Cincinnati city,IA,190079505002,4958058.328344146,-10344051.876071235,190079505002,1.833333333
Clare city,IA,191870102001,5249385.204427827,-10502372.12566979,191870102001,4.5
Clarence city,IA,190314501002,5143880.831649436,-10136521.843692094,190314501002,8.166666667
Clarinda city,IA,191454905003,4973730.1476602,-10579108.43553628,191454905003,12.83333333
Clarion city,IA,191976803003,5271263.677921318,-10433954.498711301,191976803003,9.0
Clarksville city,IA,190230701001,5278429.7589665465,-10315799.991183318,190230701001,6.666666667
Clayton city,IA,190430701001,5297108.003213934,-10146694.218760785,190430701001,5.333333333
Clearfield city,IA,191731801001,4982979.843648166,-10517801.452371702,191731801001,4.666666667
Clear Lake city,IA,190339507002,5332556.579132121,-10394307.28282884,190339507002,8.666666667
Cleghorn city,IA,190350803001,5283478.573515677,-10654692.366034077,190350803001,4.0
Clemons city,IA,191279502002,5178058.661815918,-10370377.26585148,191279502002,2.333333333
Clermont city,IA,190650806002,5311909.593182215,-10202682.02269679,190650806002,5.5
Climbing Hill CDP,IA,191930035003,5211952.519699882,-10695697.457065236,191930035003,2.333333333
Clinton city,IA,190450004002,5137395.655070158,-10045784.324871082,190450004002,9.666666667
Clio city,IA,191850702001,4958803.498820343,-10402961.371362599,191850702001,6.0
Clive city,IA,191530112032,5103220.03361423,-10441531.23721316,191530112032,10.0
Clutier city,IA,191712901003,5172869.5106131155,-10286317.13536621,191712901003,3.666666667
Coalville CDP,IA,191870005002,5227139.555401967,-10476921.81840667,191870005002,7.0
Coburg city,IA,191379604001,5000347.742395469,-10604905.836971696,191379604001,2.833333333
Coggon city,IA,191130101003,5202685.003298229,-10189057.964177074,191130101003,4.0
Coin city,IA,191454906002,4961708.151292985,-10601498.12471953,191454906002,3.5
Colesburg city,IA,190559501001,5257148.230628312,-10152462.126856748,190559501001,6.333333333
Colfax city,IA,190990407001,5113134.16843566,-10379015.213059077,190990407001,7.666666667
College Springs city,IA,191454906003,4956650.5802625595,-10588820.393191049,191454906003,4.666666667
Collins city,IA,191690102002,5146367.938666597,-10387006.727983635,191690102002,5.5
Colo city,IA,191690102003,5163156.365966306,-10388177.586387798,191690102003,6.833333333
Columbus City city,IA,191154502004,5050645.850268051,-10171789.305528784,191154502004,5.666666667
Columbus Junction city,IA,191154502005,5053559.833755075,-10170586.498430764,,
Colwell city,IA,190674801003,5335936.848557802,-10307250.988248868,190674801003,3.166666667
Conesville city,IA,191390504001,5068501.372338837,-10168877.96688607,191390504001,5.5
Conrad city,IA,190759604001,5194501.593384696,-10338695.627452224,190759604001,4.166666667
Conroy CDP,IA,190959601003,5120114.962334147,-10241229.29069072,190959601003,3.0
Conway city,IA,191731801001,4975396.471556389,-10532977.749871038,191731801001,4.666666667
Coon Rapids city,IA,190279605001,5142229.299347458,-10539557.065735394,190279605001,6.166666667
Coppock city,IA,191839605003,5036599.067103076,-10209647.839833178,191839605003,3.166666667
Coralville city,IA,191030003051,5115966.637619211,-10196509.134293322,,
Corley CDP,IA,191659601002,5097932.193326992,-10612149.173598632,191659601002,3.833333333
Corning city,IA,190039502001,5011216.158238751,-10546274.306448841,190039502001,8.666666667
Correctionville city,IA,191930031002,5232791.067232569,-10662532.375131669,191930031002,7.5
Corwith city,IA,190812704002,5310279.727058146,-10459374.972350888,190812704002,3.5
Corydon city,IA,191850701003,4976698.755807633,-10388066.155577514,191850701003,7.666666667
Cotter city,IA,191154502001,5055580.6619376205,-10181506.38388013,191154502001,3.5
Coulter city,IA,190693603002,5271425.535514106,-10393908.759051798,190693603002,3.333333333
Council Bluffs city,IA,191550308003,5047212.253363939,-10670325.29608465,191550308003,9.333333333
Craig city,IA,191499703003,5296084.549958327,-10721131.845641173,191499703003,2.166666667
Crawfordsville city,IA,191839605002,5043945.315872406,-10189811.485810252,191839605002,4.0
Crescent city,IA,191550214003,5066369.858127613,-10670968.05482449,191550214003,4.833333333
Cresco city,IA,190899601001,5368727.647056187,-10254338.162607046,190899601001,6.333333333
Creston city,IA,191751902005,5021242.039617355,-10504633.358486274,191751902005,12.66666667
Cromwell city,IA,191751903002,5018315.6176767135,-10515437.137706744,191751903002,3.0
Crystal Lake city,IA,190812703001,5345979.302728258,-10440956.606001688,190812703001,2.5
Cumberland city,IA,190291903001,5052719.242679789,-10560936.085261732,190291903001,4.5
Cumming city,IA,191810203002,5084102.657223219,-10437529.301519144,191810203002,5.166666667
Curlew city,IA,191479602002,5308882.338048534,-10546163.654874993,191479602002,3.666666667
Cushing city,IA,191930031004,5230900.96908853,-10650573.210916257,191930031004,4.5
Cylinder city,IA,191479601002,5325718.921624474,-10525394.666158201,191479601002,4.333333333
Dakota City city,IA,190919703003,5270029.984241494,-10485975.432592886,190919703003,8.166666667
Dallas Center city,IA,190490502001,5113991.527793324,-10461884.892909804,190490502001,5.0
Dana city,IA,190730801001,5177057.336867799,-10490565.135198291,190730801001,5.5
Danbury city,IA,191930031005,5196461.419693858,-10655677.654847091,191930031005,4.666666667
Danville city,IA,190570012003,4991706.363089362,-10165085.757112704,190570012003,5.833333333
Davenport city,IA,191630120001,5094822.681371726,-10085985.355220238,191630120001,8.0
Davis City city,IA,190539601002,4959387.206397009,-10443169.303520186,190539601002,3.333333333
Dawson city,IA,190490505001,5137503.83978318,-10488557.9334598,190490505001,4.666666667
Dayton city,IA,191870104002,5200338.21506892,-10471947.840919042,191870104002,7.666666667
Decatur city,IA,190539602001,4974457.9998976365,-10445419.627026573,190539602001,4.5
Decorah city,IA,191919503002,5357994.449350187,-10217431.632587917,191919503002,11.5
Dedham city,IA,190279605001,5147271.209993452,-10555684.031686107,190279605001,6.166666667
Deep River city,IA,191573705001,5098515.255112906,-10282907.530682703,191573705001,6.333333333
Defiance city,IA,191659601003,5134804.518787173,-10613212.608694179,191659601003,4.166666667
Delaware city,IA,190559501004,5231963.0840478875,-10167729.595019044,190559501004,6.333333333
Delhi city,IA,190559504005,5226171.495020708,-10166357.693614509,190559504005,6.0
Delmar city,IA,190450011001,5160811.824750433,-10086422.172902111,190450011001,4.5
Deloit city,IA,190470701001,5175546.920640316,-10610679.53368118,190470701001,4.0
Delphos CDP,IA,191599501002,4962786.5750566935,-10501833.005375879,191599501002,5.5
Delta city,IA,191070803001,5060066.777933484,-10278192.0370527,191070803001,4.666666667
Denison city,IA,190470704024,5163359.386924443,-10614581.059194503,,
Denmark CDP,IA,191114903001,4973233.288144785,-10167744.51183081,191114903001,3.5
Denver city,IA,190170046002,5261607.126249586,-10278567.406375656,190170046002,5.333333333
Derby city,IA,191179502001,5002065.769869622,-10403532.329030877,191179502001,3.0
Des Moines city,IA,191530042001,5097168.968606785,-10420644.583794601,191530042001,11.5
De Soto city,IA,190490509021,5091990.194577936,-10465140.09745958,190490509021,6.833333333
DeWitt city,IA,190450009003,5134459.445497698,-10079321.659181861,190450009003,8.0
Dexter city,IA,190490506002,5088660.638764052,-10489370.788381571,190490506002,6.833333333
Diagonal city,IA,191599501002,4984489.194616754,-10502087.03645387,191599501002,5.5
Diamondhead Lake CDP,IA,190779503001,5094499.721160903,-10492970.860713826,190779503001,3.5
Dickens city,IA,190410801001,5332360.559561061,-10577827.704794705,190410801001,3.333333333
Dike city,IA,190759601001,5230758.065036498,-10311030.841558754,190759601001,8.0
Dixon city,IA,191630103002,5122428.800934402,-10105847.312726045,191630103002,7.0
Dolliver city,IA,190630702002,5382798.852484611,-10532412.46949679,190630702002,4.333333333
Donahue city,IA,191630102024,5114884.145359355,-10093853.639468487,191630102024,6.0
Donnellson city,IA,191114905002,4960166.075239382,-10192868.652985908,191114905002,2.5
Doon city,IA,191199503006,5354578.337663257,-10712618.798902249,191199503006,5.166666667
Douds CDP,IA,191779501003,4989451.711809734,-10249546.081167378,191779501003,4.166666667
Dougherty city,IA,190339510002,5300109.561782248,-10356734.28301833,190339510002,3.833333333
Dow City city,IA,190470703003,5150120.23789387,-10630390.096679509,190470703003,5.333333333
Downey CDP,IA,190314505005,5103029.302819179,-10168730.80251924,190314505005,3.5
Dows city,IA,191976804001,5260115.09319116,-10408599.592251789,191976804001,4.333333333
Drakesville city,IA,190510802002,4982673.972255875,-10294972.225775387,190510802002,5.833333333
Dubuque city,IA,190610012013,5236007.850371718,-10097485.771814091,190610012013,7.833333333
Dumont city,IA,190230702003,5274329.291740862,-10349779.597831022,190230702003,6.5
Duncan CDP,IA,190812702001,5328458.567786413,-10430873.954442577,190812702001,3.666666667
Duncombe city,IA,191870101001,5231613.258060502,-10463675.02164125,191870101001,3.5
Dundee city,IA,190559502002,5248152.258186559,-10190904.977168314,190559502002,4.5
Dunkerton city,IA,190130028002,5246521.781355634,-10259206.497897908,190130028002,6.166666667
Dunlap city,IA,190852901003,5138827.85684602,-10642358.723051637,190852901003,8.333333333
Durango city,IA,190610106001,5245533.897347553,-10105067.297054058,190610106001,5.666666667
Durant city,IA,190314504003,5101417.250327179,-10120479.035276422,190314504003,12.66666667
Dyersville city,IA,190610105001,5233378.819359968,-10143053.292175408,190610105001,7.0
Dysart city,IA,191712901002,5186789.796789048,-10275801.450987916,191712901002,6.166666667
Eagle Grove city,IA,191976805004,5261321.901968474,-10453170.580531524,191976805004,5.166666667
Earlham city,IA,191210601011,5085542.827007458,-10477644.615860388,,
Earling city,IA,191659602004,5127526.408780691,-10621996.050476242,191659602004,5.0
Earlville city,IA,190559501004,5233557.084232422,-10160142.169846065,190559501004,6.333333333
Early city,IA,191610801002,5230301.9032066865,-10592317.940272283,191610801002,6.333333333
East Amana CDP,IA,190959601001,5132361.33921897,-10224999.91080848,190959601001,7.666666667
East Peru city,IA,191210603004,5045886.282226762,-10456185.44630068,191210603004,3.333333333
Eddyville city,IA,191799601004,5035872.0231412165,-10311561.501571365,191799601004,8.666666667
Edgewood city,IA,190559502001,5257976.914739834,-10174847.363260366,190559502001,6.333333333
Elberon city,IA,191712906004,5161808.146844631,-10276582.134576848,191712906004,1.833333333
Eldon city,IA,191799611002,5000254.7851422625,-10265686.071498511,191799611002,6.166666667
Eldora city,IA,190834806003,5215139.471619077,-10363988.751594346,190834806003,9.0
Eldridge city,IA,191630102012,5107060.916241312,-10083421.667347267,191630102012,5.166666667
Elgin city,IA,190650806003,5305188.319856664,-10200802.281775255,190650806003,7.5
Elkader city,IA,190430703003,5290289.976904394,-10174916.60398364,190430703003,7.5
Elkhart city,IA,191530101012,5130206.804407108,-10410958.674900679,191530101012,3.0
Elk Horn city,IA,191659601001,5100219.998529621,-10582170.166811058,191659601001,7.833333333
Elkport city,IA,190430705001,5272756.1166260345,-10160660.58471469,190430705001,4.166666667
Elk Run Heights city,IA,190130027003,5231470.946881526,-10269896.285959806,190130027003,6.0
Elliott city,IA,191379601002,5034397.993206593,-10593491.581663717,191379601002,5.5
Ellston city,IA,191599501001,4988780.715222981,-10476095.49382651,191599501001,3.333333333
Ellsworth city,IA,190799602004,5207565.6254762495,-10417486.89511876,190799602004,4.666666667
Elma city,IA,190899603002,5349445.746684517,-10290227.789077777,190899603002,6.5
Ely city,IA,191130107003,5143069.981230621,-10195342.839988278,191130107003,4.666666667
Emerson city,IA,191290401002,5014994.07157946,-10620182.767290711,191290401002,5.666666667
Emmetsburg city,IA,191479603002,5329461.628775803,-10539682.522801518,191479603002,11.5
Epworth city,IA,190610102023,5228105.753785904,-10122435.252688132,190610102023,7.0
Essex city,IA,191454901004,4987711.189124608,-10609342.697916243,191454901004,7.0
Estherville city,IA,190630704001,5373014.870962859,-10556896.634899316,190630704001,9.0
Evansdale city,IA,190130020003,5230996.038451477,-10271382.846439857,190130020003,7.833333333
Everly city,IA,190410804004,5337131.7934076,-10610697.67875818,190410804004,6.666666667
Exira city,IA,190090703001,5099972.022465884,-10562141.897986006,190090703001,7.166666667
Exline city,IA,190079505002,4960721.106606542,-10335255.187269768,190079505002,1.833333333
Fairbank city,IA,190199502003,5257356.756760535,-10246712.888807196,190199502003,7.0
Fairfax city,IA,191130030061,5149825.182516677,-10216659.297960794,,
Fairfield city,IA,191010903011,5013282.167885003,-10237678.198934415,,
Fairport CDP,IA,191390501003,5077411.687472219,-10121622.063807888,191390501003,3.333333333
Farley city,IA,190610102022,5227682.454716985,-10131095.797752358,190610102022,6.833333333
Farmersburg city,IA,190430701002,5305785.483026317,-10170895.521337206,190430701002,3.5
Farmington city,IA,191779502004,4959211.606364901,-10212334.758382455,191779502004,5.666666667
Farnhamville city,IA,190259503001,5202484.4505562605,-10509418.538117515,190259503001,3.0
Farragut city,IA,190719701002,4971143.581366085,-10628873.813895412,190719701002,3.166666667
Fayette city,IA,190650802001,5287916.2782007735,-10219547.259510443,190650802001,6.0
Fenton city,IA,191099503003,5345279.203152096,-10511665.522039175,191099503003,4.666666667
Ferguson city,IA,191279504003,5151785.706264655,-10337451.63214261,191279504003,2.0
Fertile city,IA,191956902001,5351981.421147771,-10399822.940958664,191956902001,2.333333333
Floris city,IA,190510801001,4992375.9418659005,-10278423.247635078,190510801001,3.333333333
Floyd city,IA,190674801001,5331503.308352927,-10323763.342276707,190674801001,4.0
Fonda city,IA,191517803003,5248517.362798068,-10558154.879103752,191517803003,7.166666667
Fontanelle city,IA,190019603004,5055216.937983241,-10526393.75858807,190019603004,7.0
Forest City city,IA,191896803004,5351184.726152795,-10423573.733555844,191896803004,9.0
Fort Atkinson city,IA,191919505004,5333956.1412712755,-10234100.613139302,191919505004,6.166666667
Fort Dodge city,IA,191870001022,5237663.088815673,-10483588.186112825,,
Fort Madison city,IA,191114902002,4956666.85958529,-10168618.815111501,191114902002,8.833333333
Fostoria city,IA,190410804002,5349026.868999042,-10592599.57858399,190410804002,5.333333333
Franklin city,IA,191114905001,4963317.833054984,-10187049.53792418,191114905001,3.333333333
Fraser city,IA,190150201002,5180047.519056961,-10461161.093580667,190150201002,4.833333333
